Country,Population,Year,Status,Adult Mortality,infant deaths,Alcohol,Life expectancy ,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure, HIV/AIDS,Diphtheria ,GDP, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
Djibouti,865937,2011,Developing,268,1,0.39,61.8,20.35974738,87,49,32.7,2,87,8.71,2.7,87,143.986898,5.6,5.5,0.451,5.9
Djibouti,851146,2010,Developing,273,1,0.44,61.3,187.4960097,88,7,32.2,2,88,8.84,3.1,88,1325.99724,5.6,5.6,0.441,5.5
Djibouti,83684,2009,Developing,279,1,0.49,69,177.2671607,89,48,31.7,2,89,8.37,3.2,89,1253.657431,5.7,5.6,0.436,5.3
Djibouti,822934,2008,Developing,289,1,0.49,62,171.7686449,88,143,31.3,2,89,8.5,3.3,89,1214.77118,5.7,5.6,0.427,5
Djibouti,8942,2007,Developing,296,1,0.45,59.8,20.86878709,25,24,3.9,2,88,7.72,3.5,88,147.586896,5.8,5.7,0.416,4.5
Djibouti,79628,2006,Developing,39,2,1.02,59.1,121.4812077,,49,3.6,2,72,7.5,3.7,72,965.6693779,5.8,5.7,0.405,4.3
Djibouti,783254,2005,Developing,318,2,1.23,58.6,12.70325933,,298,3.2,2,71,7.21,3.9,71,94.7297489,5.9,5.8,0.396,4
Djibouti,77752,2004,Developing,326,2,1.18,58.1,106.0354659,,71,29.8,2,64,6.76,4,64,864.184726,6,5.9,0.388,3.7
Djibouti,758615,2003,Developing,325,2,1.02,58,94.13302875,,37,29.4,2,68,6.22,4.2,68,819.974118,6.1,5.9,0.378,3.5
Djibouti,746221,2002,Developing,322,2,1.03,57.9,13.46662004,,50,29,2,62,5.45,4.3,62,792.15412,6.2,6,0.372,3.3
Djibouti,732711,2001,Developing,323,2,0.95,57.7,92.4978948,,79,28.6,2,49,5.37,4.3,53,781.2322196,6.3,6.1,0.363,2.9
Djibouti,717584,2000,Developing,325,2,1.34,57.4,91.95075901,,183,28.2,2,46,5.75,4.1,46,768.176767,6.4,6.1,0.361,2.9
Dominica,,2013,Developing,,0,0.01,,11.41955507,96,0,58.4,0,96,5.58,0.1,96,722.75665,2.7,2.6,0.721,12.7
Dominican Republic,1528394,2015,Developing,152,6,,73.9,0,81,0,58.9,7,87,,0.3,85,6468.471648,3.3,3.2,0.718,13.2
Dominican Republic,145844,2014,Developing,154,6,5.92,73.6,1088.244952,89,0,57.9,7,9,4.38,0.3,91,6268.692122,3.3,3.2,0.712,13.2
Dominican Republic,1281296,2013,Developing,157,6,5.93,73.4,97.52211538,8,0,56.8,7,82,4.12,0.3,83,627.55544,3.3,3.2,0.709,13.2
Dominican Republic,115495,2012,Developing,174,6,5.93,72.1,857.1307037,74,0,55.8,7,85,4.26,0.4,85,5968.876767,3.3,3.2,0.706,13.1
Dominican Republic,12795,2011,Developing,16,6,5.91,73.1,843.7876995,8,2,54.7,7,84,4.22,0.7,84,5759.643,3.3,3.2,0.703,13
Dominican Republic,9897985,2010,Developing,166,6,6.02,72.7,664.5585242,83,0,53.6,8,85,4.6,0.9,88,5451.6696,3.3,3.3,0.697,12.9
Dominican Republic,9767758,2009,Developing,157,6,6.05,73.6,587.8828228,8,0,52.6,8,85,4.41,1.2,82,4952.67753,3.4,3.3,0.695,12.9
Dominican Republic,963652,2008,Developing,161,6,6.12,73.3,49.09241952,81,0,51.5,8,86,4.2,1.4,82,511.37937,3.4,3.3,0.692,12.8
Dominican Republic,954353,2007,Developing,164,6,6.05,72.9,74.8217488,81,0,5.4,8,86,4.34,1.6,85,4647.31359,3.4,3.4,0.685,12.7
Dominican Republic,9371338,2006,Developing,178,7,6.2,72.3,352.9551269,84,0,49.3,8,88,4.34,1.8,89,3836.468771,3.5,3.4,0.677,12.6
Dominican Republic,9237566,2005,Developing,28,7,5.71,69.7,289.7418649,87,0,48.2,8,86,4.26,2,87,3681.5993,3.5,3.4,0.668,12.6
Dominican Republic,912998,2004,Developing,214,7,5.16,69.3,182.6162515,82,0,47.2,8,66,4.28,2.1,79,2421.9662,3.6,3.5,0.666,12.5
Dominican Republic,896776,2003,Developing,22,7,6.32,73,293.0196601,79,0,46.1,8,65,5.53,2.3,79,2372.628827,3.6,3.5,0.665,12.4
Dominican Republic,8832285,2002,Developing,189,7,6.43,71.4,4.67359227,63,0,45.1,8,74,5.79,2.4,82,38.46578,3.7,3.6,0.66,12.3
Dominican Republic,8697126,2001,Developing,188,7,6.13,71.2,340.0239945,66,113,44.1,9,71,5.59,2.5,72,2862.154836,3.8,3.6,0.656,12.3
Dominican Republic,8562622,2000,Developing,176,7,6.58,72,44.79247812,68,253,43.1,9,71,5.9,2.5,78,282.4242,3.8,3.7,0.651,12.2
Ecuador,16144368,2015,Developing,118,6,,76.2,0,78,0,54.2,7,84,,0.1,78,625.62224,1.2,1.1,0.739,14
Ecuador,1593112,2014,Developing,121,6,3.82,76,79.11626341,83,0,53.5,7,84,9.16,0.1,83,6432.216537,1.2,1.1,0.737,14
Ecuador,15661547,2013,Developing,121,6,3.77,76,59.12850204,87,0,52.8,8,87,7.29,0.1,87,674.9829,1.3,1.1,0.725,13.4
Ecuador,15419666,2012,Developing,127,7,3.92,75.5,41.88087712,88,72,52.1,8,85,6.48,0.1,87,572.14313,1.3,1.2,0.717,13.3
Ecuador,15177355,2011,Developing,131,7,3.99,75.3,344.7412164,88,257,51.4,8,85,5.92,0.1,88,5223.351763,1.3,1.2,0.71,13.2
Ecuador,1493469,2010,Developing,134,7,3.95,75,367.9285652,9,0,5.7,8,88,5.9,0.1,91,4657.32361,1.3,1.2,0.703,13.1
Ecuador,14691275,2009,Developing,137,7,3.87,75.1,282.1440066,91,0,5,8,91,5.58,0.1,94,4255.56571,1.3,1.2,0.702,13.1
Ecuador,14447562,2008,Developing,139,7,3.76,74.6,197.9303077,93,1,49.3,9,94,5.66,0.1,96,4274.95265,1.3,1.2,0.698,13
Ecuador,1425453,2007,Developing,14,7,3.63,74.7,19.60467787,94,0,48.6,9,95,5.94,0.2,96,359.71886,1.4,1.3,0.696,12.9
Ecuador,1396748,2006,Developing,144,8,3.52,74.4,19.13983284,96,0,47.9,9,92,5.86,0.3,96,335.786541,1.4,1.3,0.693,12.8
Ecuador,13735233,2005,Developing,151,8,3.54,74.2,18.09317114,92,0,47.2,9,89,5.87,0.3,92,321.942547,1.4,1.3,0.688,12.8
Ecuador,1359647,2004,Developing,148,8,3.65,74.4,16.37920405,88,0,46.5,9,9,6.22,0.3,88,278.557892,1.5,1.3,0.682,12.7
Ecuador,1328961,2003,Developing,151,8,3.69,74.4,18.26183281,82,0,45.8,10,97,6.46,0.3,87,244.46898,1.5,1.4,0.679,12.6
Ecuador,13726,2002,Developing,157,8,3.88,73.6,187.3843511,75,0,45.1,10,88,4.62,0.3,88,2183.966796,1.5,1.4,0.675,12.5
Ecuador,12852755,2001,Developing,158,9,4.13,73.4,14.5887403,69,2,44.3,10,9,3.86,0.3,89,193.741571,1.6,1.5,0.67,12.4
Ecuador,12628596,2000,Developing,163,9,3.99,72.8,84.17527008,36,0,43.6,11,83,3.38,0.3,87,1451.29776,1.6,1.5,0.668,12.4
Egypt,,2015,Developing,159,51,,79,0,93,5432,61.1,60,93,,0.1,93,,2.8,2.8,0.688,13.1
Egypt,,2014,Developing,161,53,0.21,78,0,94,1314,6.2,62,94,5.64,0.1,94,,2.8,2.8,0.686,13.1
Egypt,,2013,Developing,159,54,0.21,79,0,97,405,59.4,63,97,5.46,0.1,97,,2.9,2.8,0.681,12.8
Egypt,,2012,Developing,165,54,0.23,72,0,93,245,58.6,64,93,5.29,0.1,93,,2.9,2.8,0.673,12.4
Egypt,,2011,Developing,168,55,0.22,74,0,96,26,57.8,64,96,5.4,0.1,96,,2.9,2.9,0.671,12.4
Egypt,,2010,Developing,173,54,0.22,70,0,97,16,57,64,97,4.8,0.1,97,,3,2.9,0.665,12.2
Egypt,,2009,Developing,174,54,0.21,69.9,0,97,608,56.2,64,97,5.1,0.1,97,,3,3,0.659,12
Egypt,,2008,Developing,172,54,0.24,69.8,0,97,668,55.5,65,97,4.82,0.1,97,,3.1,3,0.651,11.9
Egypt,,2007,Developing,171,55,0.21,69.7,0,98,1684,54.8,65,98,4.95,0.1,98,,3.1,3.1,0.644,11.7
Egypt,,2006,Developing,175,55,0.18,69.5,0,98,953,54.2,66,98,5.24,0.1,98,,3.2,3.1,0.636,11.5
Egypt,,2005,Developing,174,56,0.16,69.4,0,98,77,53.5,68,98,5.6,0.1,98,,3.2,3.2,0.629,11.4
Egypt,,2004,Developing,176,57,0.16,69,0,97,80,52.9,70,97,5.21,0.1,97,,3.3,3.2,0.623,11.2
Egypt,,2003,Developing,178,59,0.15,68.6,0,98,164,52.3,72,98,5.41,0.1,98,,3.3,3.3,0.621,11.3
Egypt,,2002,Developing,177,61,0.15,68.7,0,97,653,51.8,75,97,5.97,0.1,97,,3.4,3.4,0.617,11.2
Egypt,,2001,Developing,177,63,0.14,68.6,0,99,2150,51.2,78,99,5.75,0.1,99,,3.5,3.4,0.612,11.1
Egypt,,2000,Developing,171,65,0.14,68.8,0,98,2633,5.7,82,98,5.55,0.1,98,,3.6,3.5,0.606,11
El Salvador,6312478,2015,Developing,178,2,,73.5,0,91,0,56.1,2,92,,0.2,91,4127.11775,1.6,1.5,0.678,13.2
El Salvador,6281189,2014,Developing,181,2,2.52,73.3,665.7260253,93,0,55.4,2,93,6.77,0.2,94,3988.771871,1.6,1.6,0.676,13.2
El Salvador,625777,2013,Developing,184,2,2.42,73,653.6925016,92,0,54.7,2,92,6.95,0.2,92,3895.664491,1.6,1.6,0.675,13.2
El Salvador,6221246,2012,Developing,181,2,2.48,73,591.7757569,92,0,54.1,2,93,6.7,0.3,92,3827.786267,1.6,1.6,0.67,13.2
El Salvador,619256,2011,Developing,197,2,2.37,72,549.2783081,89,0,53.4,2,9,6.81,0.3,89,3736.58713,1.7,1.6,0.666,13
El Salvador,6164626,2010,Developing,191,2,2.36,72,469.3904193,89,0,52.8,2,89,6.91,0.3,89,3474.392445,1.7,1.6,0.662,12.9
El Salvador,6137276,2009,Developing,23,2,2.55,71.4,416.4338399,91,0,52.1,2,91,6.83,0.3,91,3366.482133,1.7,1.6,0.662,12.8
El Salvador,61131,2008,Developing,194,2,2.68,71.7,53.95949877,98,0,51.4,3,98,6.21,0.3,98,357.347674,1.8,1.7,0.659,13.4
El Salvador,683475,2007,Developing,23,2,2.83,71.2,52.30172215,99,0,5.8,3,99,6.32,0.3,99,334.83817,1.8,1.7,0.657,12.9
El Salvador,656478,2006,Developing,211,3,2.77,75,57.74562629,96,0,5.1,3,96,6.68,0.2,96,362.951768,1.8,1.7,0.651,12.9
El Salvador,628961,2005,Developing,213,3,2.77,71,440.6027042,89,0,49.4,3,89,7.19,0.2,89,2835.281237,1.9,1.8,0.644,12.7
El Salvador,6775,2004,Developing,215,3,2.9,70,398.6058322,9,0,48.6,3,9,7.3,0.3,9,2632.79942,1.9,1.8,0.636,12.4
El Salvador,5971535,2003,Developing,29,3,3.1,69.9,400.1342971,94,0,47.8,4,93,7.61,0.3,94,2519.737387,2,1.9,0.628,12
El Salvador,59433,2002,Developing,24,3,2.97,73,29.68529375,81,0,47,4,81,7.9,0.4,81,248.4125,2,1.9,0.621,11.8
El Salvador,595962,2001,Developing,219,4,2.88,68.9,332.1056586,75,2,46.2,4,94,8.2,0.4,92,2338.772244,2.1,2,0.615,11.6
El Salvador,5867626,2000,Developing,218,4,2.79,69,353.6690328,99,0,45.3,5,98,8.17,0.4,99,2238.4116,2.1,2,0.607,11.3
Equatorial Guinea,1175389,2015,Developing,32,3,,58.2,0,16,1250,24.5,4,17,,4.2,16,1347.31257,8.4,8.3,0.582,9.2
Equatorial Guinea,1129424,2014,Developing,32,3,0.01,57.9,13.40477417,2,13,24,4,24,3.8,4.4,2,192.59733,8.5,8.4,0.582,9.2
Equatorial Guinea,183746,2013,Developing,327,3,10.72,57.4,156.3907685,,321,23.5,4,3,3.73,5.7,3,2246.9938,8.6,8.6,0.586,9.2
Equatorial Guinea,138593,2012,Developing,337,3,11.89,56.7,1500.412635,,1190,23,4,3,4,8.2,24,21557.6528,8.7,8.7,0.583,9.2
Equatorial Guinea,99429,2011,Developing,344,3,10.99,56.2,1493.051277,,0,22.6,4,39,3.29,7.7,41,21451.88617,8.9,8.8,0.58,9.2
Equatorial Guinea,95114,2010,Developing,339,3,9.93,56.1,1192.696619,,0,22.1,4,59,3.84,7.2,44,17136.44568,9,9,0.589,9.2
Equatorial Guinea,99111,2009,Developing,34,3,7.97,55.7,115.0692415,,78,21.7,4,57,5.32,7.3,43,1653.2937,9.2,9.2,0.59,9.1
Equatorial Guinea,868418,2008,Developing,338,3,8.34,55.4,1705.678619,,436,21.3,4,55,2.31,6.3,42,22742.38159,9.3,9.3,0.592,9.1
Equatorial Guinea,829327,2007,Developing,339,3,6.86,55,1024.519543,,5,2.9,4,54,2.25,5.9,41,15761.83913,9.5,9.5,0.587,9
Equatorial Guinea,792217,2006,Developing,337,3,7.28,54.8,827.5979335,,0,2.5,4,52,2.13,5.3,4,12732.2759,9.7,9.6,0.569,9
Equatorial Guinea,757317,2005,Developing,337,3,7.19,54.4,12.0661671,,0,2.2,4,5,1.63,4.9,39,185.63334,9.8,9.8,0.563,8.7
Equatorial Guinea,724817,2004,Developing,336,3,6.28,54.1,44.54768305,,38,19.8,4,48,2.4,4.4,38,685.34897,1,1,0.553,8.5
Equatorial Guinea,694611,2003,Developing,334,3,7.13,53.8,309.7834587,,18,19.5,4,46,2.23,3.6,37,3577.176197,1.2,1.1,0.554,8.4
Equatorial Guinea,66647,2002,Developing,334,3,6.01,53.5,234.7874207,,24,19.1,4,44,2.5,2.9,36,2711.17114,1.4,1.3,0.542,8.2
Equatorial Guinea,639762,2001,Developing,334,3,5.07,53.1,197.7839552,,1339,18.7,4,43,1.78,2.3,35,2283.87939,1.6,1.4,0.527,8
Equatorial Guinea,614323,2000,Developing,336,3,4.46,52.7,14.95451321,,0,18.3,4,41,2.73,1.9,34,172.68491,1.7,1.6,0,0
Eritrea,,2015,Developing,255,5,,64.7,0,95,198,18.6,7,95,,0.4,95,,8.4,8.2,0.418,5
Eritrea,,2014,Developing,261,5,0.01,64.4,0,94,127,18,8,94,3.34,0.4,94,,8.5,8.3,0.416,5
Eritrea,,2013,Developing,266,6,0.01,64,0,94,45,17.5,8,94,3.1,0.5,94,,8.6,8.4,0.414,5
Eritrea,,2012,Developing,274,6,0.01,63.6,0,94,194,17,8,94,2.98,0.6,94,,8.7,8.6,0.41,5
Eritrea,447469,2011,Developing,286,6,0.62,62.9,20.97991915,96,48,16.5,8,96,3.6,0.7,96,582.775532,8.8,8.7,0.405,5
Eritrea,43984,2010,Developing,298,6,0.61,62.1,17.35739784,9,51,16,9,9,3.24,0.9,9,482.14994,8.9,8.8,0.404,5.1
Eritrea,431334,2009,Developing,311,6,0.63,61.4,1.575160196,92,82,15.5,9,92,3.3,1,92,43.7544499,9,8.9,0.402,5.2
Eritrea,4232636,2008,Developing,322,6,0.49,67,11.76572311,94,0,15.1,9,94,3.69,1.1,94,326.825642,9.1,9.1,0.406,5.2
Eritrea,4153332,2007,Developing,329,6,1.23,62,11.42385961,91,55,14.7,9,91,3.29,1.3,91,317.3294336,9.2,9.2,0.405,5.3
Eritrea,466648,2006,Developing,336,7,0.97,59.7,10.60269773,94,128,14.3,9,94,3.3,1.4,94,297.828588,9.3,9.3,0.405,5.3
Eritrea,39697,2005,Developing,34,7,1.07,59.4,5.064688968,96,19,13.9,9,96,2.97,1.6,96,276.75896,9.4,9.5,0,5.4
Eritrea,3858623,2004,Developing,342,7,0.64,59.1,10.26097341,84,24,13.6,10,98,3.14,1.8,98,287.4222243,9.6,9.6,0,5
Eritrea,3738265,2003,Developing,343,7,0.56,58.8,6.913998013,91,376,13.3,10,95,3.5,1.9,93,232.7945459,9.7,9.7,0,4.7
Eritrea,3614639,2002,Developing,343,7,0.83,58.5,0.703132179,86,460,13.1,10,92,4.2,1.9,9,21.7687981,9.9,9.9,0,4.4
Eritrea,3497124,2001,Developing,345,7,0.61,58.1,5.593619538,,204,12.8,10,89,3.95,2,86,215.139213,1,1,0,4.3
Eritrea,339281,2000,Developing,593,7,0.83,45.3,0.735940361,,789,12.6,10,82,4.43,1.9,81,28.1969487,1.2,1.1,0,3.9
Estonia,131547,2015,Developing,119,0,,77.6,0,91,4,59.9,0,93,,0.1,93,1774.9291,1.9,1.9,0.863,16.5
Estonia,1314545,2014,Developing,122,0,0.01,77.3,2700.07305,93,0,59.4,0,93,6.38,0.1,93,19941.45532,1.9,1.9,0.86,16.5
Estonia,1317997,2013,Developing,127,0,0.01,76.9,261.2914808,93,2,59,0,94,6.48,0.1,94,1929.7746,1.9,1.9,0.856,16.5
Estonia,1322696,2012,Developing,135,0,0.01,76.3,2263.103797,94,4,58.5,0,94,6.36,0.1,94,17421.8922,1.9,1.9,0.85,16.5
Estonia,1327439,2011,Developing,138,0,0.01,76.1,2146.945741,94,7,58,0,93,5.83,0.1,93,17454.84342,1.9,2,0.838,16.4
Estonia,1331475,2010,Developing,137,0,14.97,75.6,1802.017593,94,0,57.6,0,94,6.25,0.1,94,14638.6482,1.9,2,0.833,16.2
Estonia,1334515,2009,Developing,156,0,15.04,74.9,1717.088711,95,0,57.1,0,95,6.93,0.1,95,14726.31828,2,2,0.836,16.1
Estonia,13379,2008,Developing,167,0,16.99,74.2,225.0723618,94,0,56.7,0,95,6.6,0.1,95,1894.5485,2,2.1,0.835,16.1
Estonia,13468,2007,Developing,189,0,17.87,73,1904.12469,95,1,56.3,0,95,5.16,0.1,95,16586.452,2,2.1,0.829,16.1
Estonia,134681,2006,Developing,188,0,16.58,73,244.3510801,95,27,55.9,0,95,5.1,0.1,95,12595.4165,2.1,2.2,0.822,16.1
Estonia,1354775,2005,Developing,189,0,15.52,72.8,153.5045263,95,2,55.5,0,96,5.2,0.1,96,1338.31322,2.1,2.2,0.812,15.9
Estonia,136255,2004,Developing,195,0,15.07,72.3,101.1201161,9,0,55.2,0,95,5.13,0.1,94,885.465115,2.2,2.3,0.805,15.7
Estonia,13772,2003,Developing,199,0,11.64,71.9,132.7233922,,0,54.9,0,95,4.92,0.1,94,7174.237415,2.2,2.3,0.798,15.6
Estonia,137935,2002,Developing,211,0,11.48,71.2,7.806042825,,0,54.6,0,94,4.84,0.1,94,538.347781,2.3,2.4,0.791,15.4
Estonia,1388115,2001,Developing,225,0,0.01,78,88.62945822,,0,54.3,0,94,4.85,0.1,94,4498.95727,2.4,2.5,0.781,15
Estonia,1396985,2000,Developing,218,0,0.01,78,5.34809451,,9,54,0,93,5.28,0.1,93,47.32827,2.5,2.5,0.764,14.4
Ethiopia,9987333,2015,Developing,225,136,,64.8,0,77,17745,17.6,194,75,,0.6,77,645.4637627,1.4,1.2,0.441,8.4
Ethiopia,97366774,2014,Developing,234,140,0.01,64.2,89.95805845,77,12739,17.2,202,75,4.88,0.6,77,571.1622759,1.5,1.3,0.435,8.4
Ethiopia,94887724,2013,Developing,237,145,1.86,63.7,8.313282039,72,5253,16.8,211,7,5.19,0.9,72,52.1535887,1.6,1.4,0.427,8.4
Ethiopia,92444183,2012,Developing,241,150,1.84,63.3,86.82551124,69,4347,16.4,221,7,5.77,1.2,69,468.567249,1.7,1.5,0.422,8.4
Ethiopia,946756,2011,Developing,249,156,1.32,62.6,67.77565369,65,3255,16,231,7,6.55,1.4,65,354.8463544,1.9,1.6,0.411,8.2
Ethiopia,877267,2010,Developing,261,162,1.34,61.8,67.73374413,62,4235,15.6,243,69,6.86,1.7,61,341.39992,11,1.7,0.401,8.1
Ethiopia,85416253,2009,Developing,274,169,1.17,68,53.77354001,56,1176,15.3,256,65,4.41,2,58,379.7566385,11.1,1.8,0.393,8.1
Ethiopia,83184892,2008,Developing,289,177,1.13,59.8,38.55783268,52,3511,14.9,270,63,4.28,2.4,54,325.3825543,11.2,1.9,0.378,7.6
Ethiopia,8149,2007,Developing,39,186,1.06,58.5,30.46451811,47,1446,14.5,286,61,4.69,2.8,5,243.326822,11.3,11,0.362,7.1
Ethiopia,7885689,2006,Developing,328,196,1.22,57.2,22.18952246,,1451,14.2,304,59,4.47,3.3,46,193.794956,11.4,11.1,0.346,6.6
Ethiopia,7672783,2005,Developing,343,206,0.99,56,18.03753133,,357,13.8,323,56,4.2,3.7,44,161.6266248,11.5,11.2,0.325,5.8
Ethiopia,7462445,2004,Developing,354,217,0.86,55,1.506962482,,73,13.5,342,54,4.23,4.1,4,135.7623858,11.5,11.3,0.31,5.4
Ethiopia,72545144,2003,Developing,363,228,0.79,54,10.97201912,,228,13.2,360,55,4.64,4.4,37,118.8734466,11.6,11.5,0.306,5.2
Ethiopia,7497192,2002,Developing,369,237,0.8,53.2,10.82452594,,3332,12.9,377,55,4.73,4.6,35,111.3634356,11.7,11.6,0.298,4.9
Ethiopia,68492257,2001,Developing,372,246,0.85,52.5,1.186227577,,2366,12.6,392,55,4.26,4.9,32,12.1789279,11.8,11.7,0.283,4.3
Ethiopia,66537331,2000,Developing,391,253,0.88,51.2,11.59481766,,1660,12.3,404,55,4.36,5,3,123.876257,11.9,11.8,0,3.9
Fiji,892149,2015,Developing,188,0,,69.9,0,99,0,62.7,0,99,,0.1,99,4921.89629,4,3.7,0.734,15.3
Fiji,88586,2014,Developing,19,0,0.01,69.7,50.539484,99,0,61.9,0,99,4.49,0.1,99,546.3728,4,3.7,0.727,15.2
Fiji,879715,2013,Developing,192,0,0.01,69.6,460.6487805,99,0,61.1,0,99,4.26,0.1,99,4763.68956,4,3.7,0.719,15
Fiji,873596,2012,Developing,195,0,0.01,69.4,431.4854874,99,0,6.2,0,99,4.16,0.1,99,4546.73854,4,3.7,0.714,14.9
Fiji,86786,2011,Developing,197,0,0.01,69.2,401.7931045,99,0,59.5,0,99,4.6,0.1,99,4353.121392,4,3.7,0.709,14.7
Fiji,85995,2010,Developing,2,0,2.25,69.1,62.08343533,99,0,58.7,0,99,4.23,0.1,99,3651.966784,4,3.7,0.706,14.6
Fiji,851967,2009,Developing,23,0,2.31,68.9,60.65068446,99,1,58,0,99,4.26,0.1,99,3369.48247,4,3.7,0.704,14.5
Fiji,84334,2008,Developing,26,0,1.95,68.7,81.04656111,99,0,57.3,0,99,3.68,0.1,99,4177.657789,4,3.7,0.7,14.3
Fiji,834812,2007,Developing,29,0,2.09,68.6,5.889526221,99,0,56.6,0,99,3.74,0.1,99,478.82327,4.1,3.8,0.698,14.2
Fiji,827411,2006,Developing,211,0,2.06,68.5,52.1241634,99,136,55.9,0,98,3.84,0.1,98,3749.939813,4.1,3.8,0.695,14
Fiji,821817,2005,Developing,214,0,2.02,68.3,64.39203443,99,0,55.1,0,97,3.61,0.1,96,3658.63832,4.1,3.8,0.699,13.9
Fiji,818354,2004,Developing,218,0,1.63,68.1,43.99452464,99,37,54.2,0,96,3.61,0.1,95,3332.918533,4.2,3.9,0.691,13.4
Fiji,816628,2003,Developing,22,0,1.76,68,253.8196705,99,305,53.2,0,95,3.35,0.1,94,2835.973972,4.2,3.9,0.689,13.3
Fiji,815691,2002,Developing,22,0,1.85,67.9,206.071686,99,304,52.2,0,94,3.48,0.1,93,2259.55796,4.2,3.9,0.687,13.3
Fiji,814218,2001,Developing,221,0,1.93,67.8,20.7119129,98,17,51.2,0,92,3.28,0.1,91,238.891729,4.3,4,0.683,13.2
Fiji,811223,2000,Developing,221,0,2.05,67.7,31.25834616,98,0,5.2,0,91,3.87,0.1,9,276.1338,4.3,4,0.681,13.1
Finland,5479531,2015,Developing,76,0,,81.1,0,,2,62.1,0,97,,0.1,97,4245.39744,0.9,0.8,0.893,17
Finland,5461512,2014,Developing,78,0,8.8,89,6164.455402,,0,61.7,0,98,9.68,0.1,98,49914.61864,0.9,0.8,0.89,17
Finland,5438972,2013,Developing,79,0,8.97,87,6115.496624,,2,61.4,0,98,9.55,0.1,98,49638.7713,0.9,0.8,0.887,17
Finland,5413971,2012,Developing,82,0,9.24,84,5889.012536,,0,61,0,99,9.3,0.1,99,47415.55987,0.9,0.8,0.884,17
Finland,5388272,2011,Developing,86,0,9.81,83,71.01620838,,27,6.6,0,99,9.1,0.1,99,579.72415,0.9,0.8,0.878,16.9
Finland,5363352,2010,Developing,89,0,9.72,79.9,591.6691405,,5,6.2,0,99,9.5,0.1,99,4622.41516,0.9,0.8,0.874,16.8
Finland,5338871,2009,Developing,91,0,9.96,79.7,579.7384368,,2,59.8,0,99,9.2,0.1,99,4717.15571,0.9,0.8,0.878,17
Finland,5313399,2008,Developing,94,0,10.26,79.6,678.88112,,5,59.4,0,97,8.35,0.1,99,5341.31487,0.9,0.8,0.876,17.1
Finland,528872,2007,Developing,96,0,10.45,79.3,6147.1323,,0,59,0,97,8.9,0.1,99,48288.5491,0.9,0.8,0.873,17.2
Finland,5266268,2006,Developing,96,0,10.15,79.2,524.7775227,,0,58.6,0,97,8.38,0.1,97,4112.67651,0.9,0.8,0.869,17.2
Finland,524696,2005,Developing,11,0,9.95,78.9,4816.589613,,1,58.1,0,97,8.43,0.1,97,38969.17163,0.9,0.8,0.864,17.1
Finland,5228172,2004,Developing,12,0,9.89,78.7,4508.806185,,0,57.6,0,96,8.21,0.1,98,37636.11173,0.9,0.8,0.869,18.3
Finland,521314,2003,Developing,98,0,9.31,78.4,3869.026302,,0,57.1,0,96,8.15,0.1,98,32816.1688,0.9,0.8,0.866,18.1
Finland,52598,2002,Developing,98,0,9.25,78.1,3099.357319,,0,56.6,0,95,7.81,0.1,98,26834.2625,0.9,0.8,0.863,18
Finland,51888,2001,Developing,1,0,8.94,78,2775.33544,,1,56.1,0,95,7.43,0.1,98,24913.24452,0.9,0.8,0.856,17.7
Finland,517629,2000,Developing,15,0,8.59,77.5,397.7533689,,0,55.5,0,96,7.22,0.1,99,24253.2542,0.9,0.9,0.847,17.3
France,6662468,2015,Developing,78,2,,82.4,0,86,157,62.5,3,98,,0.1,98,36526.7711,0.7,0.6,0.894,16.3
France,66331957,2014,Developing,79,3,11.5,82.2,6739.677606,83,267,62,3,98,11.54,0.1,98,42955.24287,0.6,0.6,0.89,16.2
France,6599857,2013,Developing,81,3,11.1,82,6646.953935,74,272,61.6,3,99,11.56,0.1,99,42554.1225,0.6,0.6,0.887,16.2
France,6565979,2012,Developing,83,3,11.5,81.5,751.3793553,78,0,61.1,3,99,11.44,0.1,99,4838.2444,0.6,0.6,0.885,16.1
France,65342776,2011,Developing,83,3,11.8,81.7,683.9190568,74,14949,6.6,3,99,11.33,0.1,99,4381.288,0.6,0.6,0.882,16.1
France,6527512,2010,Developing,86,3,11.7,81.3,72.8001211,65,5048,6.1,3,99,11.2,0.1,99,473.34279,0.6,0.6,0.879,16
France,647744,2009,Developing,88,3,11.8,81.1,6415.35735,51,1541,59.6,3,98,11.28,0.1,98,41631.13141,0.6,0.6,0.879,16
France,6437499,2008,Developing,88,3,11.9,89,7002.785925,47,604,59.1,3,98,1.57,0.1,98,45413.6571,0.6,0.6,0.877,16.1
France,6416229,2007,Developing,89,3,12.2,89,64.73714894,42,39,58.6,3,99,1.45,0.1,98,416.58397,0.6,0.6,0.873,16.1
France,63621376,2006,Developing,92,3,12.4,86,5689.991931,39,40,58,4,99,1.53,0.1,99,36544.5853,0.6,0.6,0.87,16.1
France,63179356,2005,Developing,93,3,12.2,81,5451.701225,35,36,57.5,4,98,1.6,0.1,98,34879.72633,0.6,0.6,0.86,15.5
France,6274897,2004,Developing,94,3,13.18,82,5291.234786,35,4448,57,4,99,1.53,0.1,98,33874.74255,0.6,0.6,0.857,15.5
